name,fid,kid,is_mean,is_std,precision,recall,density,coverage,lpips,ssim,psnr,ms_ssim,vendi_score,intra_lpips,throughput,duration,nfe,flops,memory_gb,num_samples,error
DDPM_1000,71.74582200715258,0.013605880551040173,4.2845072746276855,0.30675825476646423,0.0,0.013000000268220901,0.9753999710083008,0.7440000176429749,0.2186911255121231,0.07735069841146469,9.1087646484375,-1.0,13.501616477966309,0.21299103590101004,8.319660774769044,120.19720840454102,1000,1183465472.0,0.11749982833862305,1000,
DDIM_100,74.50146390380763,0.012965192086994648,4.519654750823975,0.3952125906944275,0.0010000000474974513,0.004999999888241291,0.9244000315666199,0.7260000109672546,0.2209824025630951,0.07799538224935532,9.000268936157227,-1.0,13.712352752685547,0.22688707271963357,32.241756845759106,31.015679597854614,100,1183465472.0,0.1176309585571289,1000,
DDIM_50,78.28088583470264,0.014604675583541393,4.399420261383057,0.30578434467315674,0.0,0.00800000037997961,0.8729999661445618,0.7110000252723694,0.21743737161159515,0.07741064578294754,9.441803932189941,-1.0,12.96732234954834,0.21453988647460936,64.88393470482316,15.412135601043701,50,1183465472.0,0.1177973747253418,1000,
DDIM_25,79.191273211301,0.01806536875665188,4.1210222244262695,0.18735460937023163,0.0,0.0010000000474974513,0.7906000018119812,0.7229999899864197,0.20782721042633057,0.08970779925584793,10.113138198852539,-1.0,12.577037811279297,0.20948703595250845,128.63296620902943,7.774056911468506,25,1183465472.0,0.11797428131103516,1000,
DDIM_10,81.60744437146468,0.02407769300043583,4.105811595916748,0.27594128251075745,0.0,0.0,0.6980000138282776,0.6079999804496765,0.214240163564682,0.09227113425731659,10.788641929626465,-1.0,12.012380599975586,0.195389982201159,290.6507131271258,3.4405558109283447,10,1183465472.0,0.1180109977722168,1000,
StepDrop_Linear_0.3,159.22287210525678,0.14425276219844818,2.6361756324768066,0.15532876551151276,0.0,0.0,0.7883999943733215,0.4009999930858612,0.22581498324871063,0.04112599045038223,9.773180961608887,-1.0,9.529562950134277,0.15062156202644109,4.019832195996553,248.76660299301147,700,1183465472.0,0.11786746978759766,1000,
StepDrop_Linear_0.5,271.74798397983216,0.30660703778266907,1.6765518188476562,0.055380307137966156,0.0,0.0,0.5633999705314636,0.14000000059604645,0.2571544349193573,0.02371029742062092,9.690216064453125,-1.0,5.57902193069458,0.11261636358872056,4.612928761217711,216.7820167541504,500,1183465472.0,0.1177363395690918,1000,
StepDrop_CosineSq_0.3,113.11506972907148,0.07189823687076569,3.351527452468872,0.26170822978019714,0.0,0.0,0.9422000050544739,0.5450000166893005,0.21474683284759521,0.05036648362874985,9.511569023132324,-1.0,10.84282112121582,0.1607332066297531,3.290984175219253,303.860470533371,700,1183465472.0,0.11792850494384766,1000,
StepDrop_CosineSq_0.5,209.5592074423604,0.20838671922683716,2.2105672359466553,0.2189023643732071,0.0,0.0,0.6679999828338623,0.24799999594688416,0.2375205159187317,0.02933269552886486,9.577234268188477,-1.0,7.411239147186279,0.12293443500995636,3.9506623021938485,253.12211561203003,500,1183465472.0,0.1177363395690918,1000,
StepDrop_Quadratic_0.3,128.93913870321376,0.09475848823785782,3.041496992111206,0.21383386850357056,0.0010000000474974513,0.0,0.8767999410629272,0.46299999952316284,0.21733234822750092,0.04935483634471893,9.5831880569458,-1.0,10.596747398376465,0.15807638512551783,3.6695606153254543,272.5121901035309,750,1183465472.0,0.1176309585571289,1000,
StepDrop_Quadratic_0.5,228.6230692982054,0.23740309476852417,2.0006425380706787,0.1319209784269333,0.0,0.0,0.598800003528595,0.1889999955892563,0.24760206043720245,0.0311529953032732,9.62267780303955,-1.0,6.901237487792969,0.1200426020398736,3.8728422530703464,258.2082962989807,550,1183465472.0,0.32590341567993164,1000,
StepDrop_Adaptive,341.82665380348317,0.42307746410369873,1.3161585330963135,0.019489632919430733,0.0,0.0,0.12000000476837158,0.03500000014901161,0.3076445758342743,0.01617616042494774,9.373834609985352,-1.0,3.4121639728546143,0.08589380523189902,1.1868316777740948,842.5794649124146,700,1183465472.0,0.3151969909667969,1000,
